cloud,visibility_km,visibility_miles,air_quality
0,10,6,57.4
0,10,6,75
50,10,6,8.6
25,10,6,1.1
40,10,6,2.1
75,6,3,96.6
100,8,4,9.5
75,10,6,31.2
32,10,6,0.9
83,10,6,2.4
0,10,6,67.5
0,10,6,32.2
4,10,6,92.5
0,10,6,30.1
50,10,6,2.4
0,10,6,36.4
5,10,6,2
100,10,6,2.1
0,10,6,40.3
25,10,6,14
0,10,6,6.4
5,10,6,2
25,8,4,62
10,10,6,4.3
12,10,6,5.2
50,10,6,1.8
25,10,6,6.9
50,10,6,16.3
0,10,6,7.7
0,9,5,23.6
75,10,6,1.5
25,10,6,16.9
6,10,6,2.2
0,10,6,26.9
0,10,6,7.5
75,16,9,0.5
0,10,6,2.4
0,10,6,4
75,10,6,2.8
0,9,5,6.9
0,10,6,32.2
0,10,6,23.4
0,10,6,32.7
3,10,6,23.3
0,10,6,18.7
0,10,6,5.7
25,8,4,27
3,10,6,6.7
25,10,6,9
75,10,6,2.3
0,10,6,1.9
0,10,6,1.3
0,10,6,4.7
0,10,6,12.4
100,10,6,2.2
75,10,6,5
0,10,6,38.3
22,10,6,205.4
25,10,6,2.8
75,10,6,14.2
0,10,6,12.1
25,10,6,1
25,10,6,14.7
26,10,6,7.6
5,10,6,3.3
0,10,6,20.5
0,10,6,34.2
15,10,6,2.5
75,10,6,3
0,10,6,13.7
0,8,4,113
79,10,6,38.1
31,10,6,3.2
75,10,6,75.6
50,9,5,79
77,10,6,13.2
75,24,14,4
25,6,3,0.5
25,6,3,166.2
0,10,6,17.5
0,8,4,385.1
7,10,6,17.9
12,10,6,3.5
0,8,4,3.6
50,10,6,5
0,1.2,0,27.5
75,9,5,2.6
0,10,6,18.3
0,10,6,16.7
0,8,4,3.6
75,10,6,1.8
50,10,6,4.2
75,10,6,2.9
25,10,6,4.4
53,10,6,34.3
50,4,2,12.6
50,10,6,7.5
25,10,6,0.9
0,10,6,19.8
50,10,6,0.5
48,10,6,15.5
50,10,6,18.4
75,10,6,3.7
25,10,6,0.7
0,10,6,11.6
50,10,6,4.5
75,10,6,8.2
0,10,6,0.6
0,10,6,4.8
75,10,6,15.9
25,10,6,3.7
25,10,6,3.1
50,10,6,50.4
75,8,4,0.5
50,6,3,2.2
25,5,3,2.4
37,10,6,17
0,10,6,28
37,10,6,5.5
0,10,6,26
100,5,3,0.5
0,3.5,2,191.7
25,5,3,1179.3
75,10,6,12
75,10,6,12.8
25,10,6,2.7
50,10,6,19.2
0,10,6,28
25,10,6,4.1
75,10,6,12.2
25,7,4,17
25,10,6,5.9
75,10,6,6.2
64,10,6,0.5
0,10,6,61.2
0,10,6,6.6
74,10,6,43.9
100,10,6,4
50,8,4,21.5
74,9,5,53.4
75,8,4,2.1
66,10,6,15.5
0,10,6,16
75,10,6,13.4
0,10,6,8.8
25,10,6,40.3
6,10,6,12.9
25,10,6,120.7
100,10,6,0.5
25,10,6,8.2
0,10,6,93.9
100,24,14,0.5
11,10,6,71.1
25,10,6,4.8
100,13,8,1.5
75,24,14,0.5
5,10,6,1.3
25,10,6,45.4
0,10,6,6.6
0,10,6,7
0,5,3,17
50,10,6,5.9
26,2,1,24.3
0,10,6,10.8
0,10,6,2.4
50,7,4,170
25,10,6,2.5
0,10,6,1.2
50,10,6,7.9
0,9,5,71.5
0,10,6,14.5
0,10,6,331.2
0,10,6,10.6
75,10,6,0.5
0,10,6,59.6
0,10,6,73.2
75,19,11,4.3
35,10,6,23.5
50,10,6,1.9
100,10,6,4.6
14,10,6,1.9
10,10,6,7.5
75,10,6,24
0,10,6,15.9
0,10,6,33.5
0,10,6,44.5
0,10,6,50.5
75,10,6,1.6
50,10,6,46.7
25,10,6,2.5
25,10,6,1.8
63,10,6,5.4
75,10,6,3.5
0,5,3,68.2
0,10,6,12.9
0,10,6,40.3
50,10,6,72.4
0,10,6,15.1
25,10,6,0.6
74,9,5,2.1
75,9,5,39.9
0,10,6,19.1
0,10,6,41.8
75,10,6,1.2
28,10,6,3.6
0,10,6,114.2
0,10,6,69.2
0,10,6,85.7
0,10,6,25.9
76,10,6,2.2
0,10,6,37.6
50,8,4,2.4
25,10,6,0.8
0,10,6,29.9
0,10,6,21.7
0,10,6,4.3
46,10,6,2.4
25,10,6,156.7
2,10,6,4.1
7,10,6,20.3
25,10,6,1.8
25,10,6,3.2
25,8,4,12.8
0,10,6,7.6
75,9,5,35.1
75,10,6,0.5
95,10,6,44.7
66,10,6,3.7
0,9,5,20.5
100,5,3,6.7
50,16,9,0.5
50,10,6,2
0,10,6,8.4
75,10,6,3
0,9,5,12.3
0,10,6,57.9
0,10,6,10
2,10,6,32.6
0,10,6,19
6,10,6,28.2
0,10,6,22.8
25,7,4,34.6
1,10,6,5.9
0,10,6,8.4
50,10,6,1.8
0,10,6,2.3
25,10,6,1.6
0,10,6,1.9
0,10,6,17.8
0,10,6,1.4
75,10,6,4.5
0,9,5,82.4
25,10,6,397.3
25,10,6,1.7
0,10,6,1.6
25,10,6,13
25,10,6,1.5
43,10,6,14.9
52,10,6,9.3
3,10,6,0.7
0,10,6,10.5
0,10,6,31.4
14,10,6,21.5
75,10,6,2.8
0,10,6,34.1
0,10,6,148.3
83,10,6,36.5
9,10,6,2.5
50,10,6,64
50,9,5,52.1
27,10,6,21.4
75,24,14,0.5
25,8,4,0.5
0,8,4,140.9
0,10,6,19.5
0,2.2,1,328.4
8,10,6,13.5
0,10,6,2
25,8,4,27.9
75,10,6,48.3
0,10,6,21.8
50,9,5,3.6
25,10,6,15.3
100,10,6,9.8
25,8,4,27.9
0,10,6,1.9
50,10,6,4.2
50,10,6,2.3
50,10,6,7.5
55,7,4,28.3
50,6,3,14.1
50,10,6,1.8
50,10,6,0.7
5,10,6,12.9
75,10,6,0.5
63,2,1,5
25,10,6,16
75,10,6,2.4
0,10,6,0.5
50,10,6,8.7
75,10,6,5.2
50,10,6,4.4
100,10,6,4.7
75,10,6,8.9
50,10,6,12.8
0,10,6,3.6
25,10,6,2
100,10,6,29.2
75,8,4,1.1
25,8,4,3.1
25,10,6,2.5
25,10,6,11.1
0,10,6,41.5
25,10,6,4.6
0,10,6,40.4
100,10,6,0.5
0,2.5,1,263.7
25,4.5,2,484.8
75,10,6,12.2
0,10,6,11.6
75,10,6,10.8
25,10,6,17.6
0,10,6,41.5
25,10,6,3.6
25,10,6,15.3
0,6,3,17.2
0,9,5,2.1
75,10,6,15.5
57,10,6,0.5
0,10,6,89.1
27,10,6,18.7
27,10,6,43
0,10,6,0.9
0,8,4,31.5
82,10,6,13.5
75,10,6,0.9
66,10,6,14.1
0,10,6,11.9
25,10,6,1.4
25,10,6,9.7
75,10,6,15.3
0,10,6,15.9
25,5,3,178.9
45,10,6,0.5
25,10,6,27.6
25,10,6,11.2
75,24,14,0.5
3,10,6,67.4
17,10,6,1.5
50,16,9,37.4
100,24,14,0.5
3,10,6,3.8
25,10,6,26.4
0,10,6,5.8
0,10,6,12.7
50,5,3,14.5
50,10,6,13.9
14,10,6,33.8
0,10,6,6.7
0,10,6,17.3
50,7,4,165.9
75,10,6,4.2
100,10,6,2.3
25,10,6,21.7
0,8,4,57.3
25,10,6,13.7
71,10,6,353
0,10,6,25.5
75,10,6,0.5
0,10,6,59.5
5,10,6,144.9
73,9,5,4.8
83,9,5,7.7
37,10,6,1.5
75,4,2,13.4
100,10,6,1.2
21,10,6,8.3
25,10,6,45.2
25,10,6,4.3
0,10,6,24.4
0,8,4,53.4
0,10,6,13.3
0,10,6,3.5
50,10,6,23.7
25,10,6,1.7
75,10,6,2
37,10,6,1.2
50,10,6,3.4
0,3,1,48.2
75,10,6,13
0,10,6,49.6
25,10,6,54.9
0,10,6,27.2
25,10,6,1.1
75,10,6,12.2
75,10,6,47.7
0,10,6,16.6
0,10,6,29.2
75,10,6,1.1
31,10,6,5.4
0,10,6,51.2
0,10,6,94.2
6,10,6,70.2
0,10,6,39.5
50,10,6,3
6,10,6,52.1
50,10,6,2.3
0,10,6,0.5
0,10,6,12
0,10,6,12.7
75,6,3,3.3
12,10,6,2.3
25,9,5,139.8
0,10,6,4.2
4,10,6,22.5
50,10,6,2.4
25,10,6,4
0,10,6,23.6
0,10,6,72.3
100,10,6,5.5
50,10,6,0.6
25,10,6,48.5
100,10,6,7.8
0,10,6,32.9
100,10,6,3.9
100,16,9,1.9
75,10,6,1
100,10,6,3.9
75,10,6,2.5
0,10,6,15.7
0,10,6,69.4
2,10,6,29.8
1,10,6,25.6
1,10,6,17.9
83,10,6,19.2
0,6,3,18.8
0,10,6,37.8
23,10,6,6.1
75,10,6,8.6
25,10,6,1.8
0,10,6,1.3
0,10,6,6.7
0,10,6,1.2
0,10,6,35.4
75,10,6,4.2
75,10,6,2.2
0,10,6,136.3
3,10,6,418.5
25,10,6,2.1
75,10,6,2.9
25,10,6,10.5
25,10,6,3
25,10,6,12.1
45,10,6,6.7
3,10,6,4
0,10,6,30.4
0,10,6,2.5
15,10,6,3
75,10,6,4.3
0,10,6,15.9
0,8,4,193.8
85,9,5,31.9
5,10,6,4.1
25,10,6,8.5
75,9,5,40.7
87,10,6,42.9
75,24,14,0.5
25,8,4,0.8
0,4.5,2,126.6
0,10,6,39.8
0,10,6,42.2
11,10,6,19.4
4,10,6,1.5
0,6,3,5.1
75,10,6,28.4
0,10,6,28.3
50,9,5,9.4
25,10,6,16.3
0,10,6,16.1
0,6,3,5.1
75,8,4,7.4
75,10,6,4.6
75,10,6,1.4
50,10,6,7.1
51,7,4,35.4
50,6,3,28.4
50,10,6,18.4
75,10,6,0.5
6,10,6,4.4
0,10,6,1
100,2,1,4.1
25,10,6,17.1
75,10,6,3.7
75,10,6,1.1
75,10,6,10.3
75,6,3,4
50,10,6,2.4
0,10,6,21.4
0,10,6,7.8
75,10,6,16.5
0,10,6,20.4
25,10,6,2.5
37,10,6,31.6
18,10,6,3.1
25,8,4,5
25,10,6,2.7
25,10,6,18.3
0,10,6,43.9
37,10,6,3.7
0,10,6,39.7
25,10,6,0.5
0,2.8,1,711.3
25,5,3,1160.2
0,10,6,45.1
0,10,6,19.1
25,10,6,1.4
25,10,6,17.2
0,10,6,43.9
25,10,6,2.6
25,10,6,15.8
0,8,4,14.5
0,10,6,1.3
0,10,6,9.9
32,10,6,0.7
0,10,6,68.2
100,10,6,1.7
31,2,1,11.3
100,5,3,1.8
50,10,6,36.4
0,10,6,5.5
50,10,6,1.3
73,10,6,17.4
0,10,6,25.7
75,8,4,4.9
75,10,6,6.4
37,10,6,199.8
0,10,6,4.4
25,6,3,63.5
51,10,6,1
25,10,6,23.8
25,10,6,11.9
100,24,14,1.9
7,10,6,57.8
75,10,6,2.7
50,13,8,78.8
100,24,14,0.5
13,10,6,0.5
75,10,6,39.2
0,10,6,0.5
0,10,6,18
0,5,3,15.5
75,10,6,8.7
14,10,6,15
0,10,6,8.4
0,10,6,29.4
75,6,3,183
25,10,6,7.9
100,2.4,1,2.6
50,6,3,42.4
0,6,3,116.6
75,10,6,14.3
71,10,6,114.2
0,10,6,31.7
75,10,6,1.4
0,10,6,54.1
44,10,6,132
75,21,13,3
77,9,5,4.6
37,10,6,1.9
100,10,6,4.4
31,10,6,5.9
72,10,6,8.1
25,10,6,17.6
0,10,6,7.5
25,10,6,13.3
0,10,6,134.6
0,10,6,30.1
0,10,6,2.3
50,10,6,32.5
25,10,6,4.1
100,10,6,2.2
53,10,6,2.2
50,10,6,3
0,8,4,25.3
0,10,6,9.9
0,10,6,61.1
50,6,3,15.8
0,10,6,69.7
75,10,6,1
86,9,5,7.9
75,10,6,17
0,10,6,27.8
75,5,3,28.1
50,10,6,0.5
33,10,6,13.2
0,10,6,16.7
75,8,4,120.2
6,10,6,85.1
0,10,6,5.5
25,10,6,4.1
5,10,6,43.1
50,10,6,2.5
100,10,6,2.3
0,10,6,17.5
0,10,6,28.3
25,6,3,13.3
6,10,6,3.2
25,10,6,39.4
3,10,6,3.6
11,10,6,28.7
25,10,6,2.6
25,10,6,4.7
0,10,6,36.1
0,10,6,88.9
0,10,6,6.8
75,10,6,1.9
25,10,6,115.3
9,10,6,16.4
0,10,6,64.5
25,10,6,2.9
0,16,9,2.1
0,10,6,3.5
0,10,6,2.7
100,10,6,5
0,10,6,52.9
75,9,5,385
0,10,6,13.5
12,10,6,28.3
0,10,6,32.2
5,10,6,17.2
0,6,3,19.6
50,10,6,19.6
100,2,1,7.3
50,10,6,7.8
50,10,6,0.8
0,10,6,1.1
0,10,6,6.4
0,10,6,1
25,10,6,1.4
0,10,6,10.5
75,10,6,3.6
0,10,6,98.1
3,10,6,319.2
25,10,6,1.6
37,10,6,4.7
75,10,6,2.1
50,10,6,3.2
10,10,6,11.4
79,10,6,5.7
10,10,6,2.9
0,10,6,12.3
0,10,6,3.2
13,10,6,5
75,10,6,2.4
0,10,6,25.5
0,8,4,52.7
8,10,6,31.2
0,10,6,6.9
75,10,6,14.9
50,9,5,125.9
78,2,1,38.1
75,24,14,0.5
50,6,3,0.8
0,8,4,125.4
0,10,6,26.1
0,10,6,55.9
5,10,6,21.2
5,10,6,2.2
0,10,6,23.2
75,10,6,9.9
0,10,6,14.3
25,9,5,4.3
25,10,6,17
0,10,6,3
0,10,6,23.2
25,10,6,2.5
25,10,6,5.1
25,10,6,1.4
25,10,6,8.3
83,10,6,31.9
0,10,6,14.9
25,6,3,15.7
50,10,6,0.7
83,10,6,6.2
25,10,6,0.5
100,10,6,2.7
25,10,6,51.2
75,10,6,3.2
50,10,6,0.5
0,10,6,5.9
75,10,6,2.8
75,10,6,51.7
0,10,6,54.6
0,10,6,1
57,10,6,22
25,10,6,27.1
25,10,6,2.2
62,10,6,10.8
75,10,6,1.4
50,10,6,7.3
50,9,5,3
25,10,6,9.8
0,10,6,14.8
37,10,6,0.6
0,10,6,19.5
100,10,6,0.5
0,3,1,279.9
25,6,3,327.1
0,10,6,27.1
25,10,6,12.1
25,10,6,0.8
50,10,6,10.3
0,10,6,14.8
37,10,6,10
75,5,3,30.3
0,6,3,14.1
100,9,5,4.6
75,10,6,4.3
74,9,5,0.5
0,10,6,47.4
8,10,6,1.6
34,10,6,14.2
0,10,6,0.8
25,8,4,22.9
0,10,6,17.9
75,10,6,1.3
93,10,6,13.8
100,5,3,1.5
0,10,6,2.2
25,10,6,1.5
50,10,6,19
2,10,6,10.8
25,9,5,19.1
100,10,6,0.7
25,8,4,18.7
0,10,6,24.2
75,24,14,0.5
4,10,6,43.5
25,10,6,1.5
100,16,9,1
75,24,14,0.5
22,10,6,1
0,10,6,14.6
0,10,6,3
0,7,4,16.2
50,5,3,19.1
75,10,6,7.4
19,10,6,21.2
0,10,6,7.3
0,10,6,32.9
25,6,3,107
25,10,6,1.2
75,10,6,4.3
25,10,6,3.1
0,4.6,2,153.4
0,10,6,29.2
14,10,6,171.2
0,10,6,33.8
0,10,6,0.5
0,10,6,27.1
19,10,6,37
56,10,6,1.3
21,10,6,16.7
50,10,6,0.7
75,10,6,4
7,10,6,12.9
34,10,6,6
25,10,6,133.3
0,10,6,4.7
0,10,6,13.8
0,10,6,76.7
0,10,6,53.8
0,10,6,9.1
50,10,6,20
25,10,6,2
50,10,6,1.2
88,10,6,1.2
50,10,6,5.7
0,10,6,23.8
0,10,6,0.9
0,10,6,49
50,10,6,49.3
0,10,6,46.8
75,8,4,4.2
75,10,6,3.6
75,10,6,14.8
0,10,6,2.4
75,10,6,13.1
26,10,6,0.9
30,10,6,4.3
0,10,6,26.2
0,0.1,0,60
5,10,6,82.9
0,10,6,20.1
50,9,5,4
4,10,6,44.5
50,10,6,3.7
25,10,6,0.5
100,10,6,1.2
0,10,6,40.3
0,6,3,3
2,10,6,0.8
25,10,6,33.2
3,10,6,4.8
3,10,6,39.8
25,10,6,2.7
25,10,6,2
25,10,6,31
0,10,6,43.5
75,9,5,12.9
75,10,6,4.6
25,10,6,27.3
23,10,6,9.6
0,10,6,101.3
0,10,6,1.9
0,16,9,3.5
25,10,6,2.3
0,10,6,6.8
75,10,6,5.9
0,9,5,27.2
0,10,6,74.9
0,10,6,14.7
52,10,6,27.5
2,10,6,26.6
87,9,5,8.3
75,10,6,20.4
0,10,6,18
77,2,1,0.9
75,10,6,8
25,10,6,3.7
0,10,6,3.7
50,10,6,5.4
100,10,6,0.6
25,10,6,0.7
50,10,6,4.8
75,10,6,2.5
0,9,5,35.9
6,10,6,384.6
25,10,6,6
0,10,6,1.5
25,10,6,4.4
50,10,6,3.5
25,10,6,4.9
82,10,6,4.7
0,10,6,4.7
75,10,6,1.1
0,10,6,8.2
29,10,6,7.5
75,10,6,2.4
25,10,6,10.2
0,10,6,160.9
11,10,6,28.1
74,10,6,3.7
75,10,6,26.8
50,9,5,37.9
67,10,6,36
100,24,14,0.5
25,6,3,12.9
0,7,4,123.1
0,10,6,9.6
0,10,6,196.4
68,10,6,2.9
3,10,6,5.1
0,8,4,2.9
50,10,6,19.4
0,10,6,9.5
50,9,5,1.5
25,10,6,7
75,10,6,1.1
0,8,4,2.9
50,10,6,0.8
0,10,6,4.8
25,10,6,1.2
50,10,6,2.9
72,10,6,16.4
0,10,6,14.4
50,10,6,11.5
100,6,3,1.1
75,10,6,7.5
75,10,6,0.5
100,10,6,6.4
50,10,6,30
50,10,6,3.4
0,10,6,0.6
0,10,6,3.1
75,10,6,4.4
12,10,6,41.9
0,10,6,43.1
25,10,6,1.4
50,10,6,5.4
0,10,6,15.5
25,10,6,1.5
50,6,3,4
75,10,6,3.1
50,8,4,28.9
50,10,6,3.6
25,10,6,4.3
0,10,6,7.6
62,10,6,2.4
50,10,6,2.1
100,10,6,1.9
50,3.2,1,125.9
25,4,2,508.6
50,8,4,68.4
0,10,6,42.7
75,10,6,11.8
50,10,6,4.5
0,10,6,7.6
25,10,6,9.4
25,10,6,13.7
50,8,4,5
0,5,3,2.3
75,10,6,7.9
57,10,6,0.5
0,10,6,38.6
2,10,6,3.7
50,10,6,16.2
25,10,6,0.6
75,7,4,3.1
85,10,6,19
75,10,6,1.2
100,0,0,11.2
75,10,6,2.6
75,10,6,1.1
0,10,6,2.3
25,10,6,6.5
6,10,6,6.5
25,10,6,68.3
60,10,6,2
0,8,4,60.6
0,10,6,23.4
100,24,14,2.4
0,10,6,77.8
50,10,6,1.4
100,14,8,5.5
75,24,14,0.5
100,10,6,0.6
75,10,6,11.5
0,10,6,7
25,10,6,18.9
75,5,3,24.4
75,10,6,6.1
7,10,6,89.7
0,10,6,7.4
0,10,6,31.5
25,7,4,92.6
50,7,4,0.9
0,10,6,1
25,10,6,12.8
0,7,4,138.1
0,10,6,10.6
0,10,6,8.4
75,10,6,36.4
75,10,6,0.5
0,10,6,45.5
71,10,6,14.3
75,21,13,2
46,10,6,9.2
37,10,6,0.8
50,10,6,6.6
5,10,6,3
24,10,6,6.6
75,10,6,53.2
0,10,6,1.9
75,10,6,9
0,8,4,93
25,10,6,12
0,10,6,3
50,10,6,23.3
25,10,6,2.2
50,10,6,3
76,10,6,2.5
50,10,6,2
50,10,6,1.7
0,10,6,1.9
0,10,6,49.2
0,10,6,52.8
50,10,6,2.7
50,10,6,3.7
63,10,6,8.4
75,10,6,18.4
75,10,6,0.8
75,10,6,2.7
50,10,6,0.6
17,10,6,3
0,10,6,3.4
0,10,6,101.3
5,10,6,76.9
100,7,4,5.5
25,10,6,2
4,10,6,39.7
9,10,6,4.3
0,10,6,0.5
25,10,6,1.5
37,10,6,2
0,9,5,9.1
14,10,6,0.5
25,10,6,25
2,10,6,4.4
58,10,6,2.4
50,10,6,2.7
50,10,6,1.8
25,10,6,20.6
0,10,6,60.6
0,10,6,16.6
100,10,6,4.1
50,10,6,3.4
100,9,5,2.2
0,10,6,140.6
0,10,6,11.2
50,16,9,0.8
25,10,6,1.2
0,10,6,11
75,6,3,2.2
0,9,5,20.2
0,10,6,56.3
1,10,6,31.8
20,10,6,17.5
8,10,6,20.7
45,9,5,15.1
100,10,6,11.1
0,10,6,19.2
70,2,1,1
75,10,6,8.2
50,10,6,2.6
50,10,6,11.1
25,10,6,10.9
75,10,6,0.7
25,10,6,4.6
0,10,6,6.2
75,10,6,6.1
0,6,3,82.7
3,10,6,417.9
50,10,6,6.7
75,10,6,0.9
0,10,6,5.5
75,10,6,1.1
71,10,6,10.4
18,10,6,17.8
0,10,6,3.7
0,10,6,3.9
0,10,6,5.7
87,10,6,2.8
75,10,6,1.5
0,10,6,12.4
0,10,6,102.9
15,10,6,25.9
20,10,6,2.8
0,10,6,54.4
75,9,5,24.1
64,10,6,12.1
75,24,14,0.5
25,8,4,10.7
25,7,4,57.6
0,10,6,9.5
0,10,6,240.3
42,10,6,4.1
4,10,6,3
0,9,5,9.1
75,5,3,18.9
0,10,6,22.5
50,9,5,4.3
25,10,6,14.1
0,10,6,47.3
0,9,5,9.1
0,10,6,0.9
32,10,6,9.5
50,10,6,3.9
25,10,6,3.8
72,10,6,18.1
0,10,6,79.5
25,10,6,2.6
50,10,6,0.5
89,10,6,10.7
75,10,6,0.5
100,0,0,6.4
5,10,6,38
75,10,6,4.9
0,10,6,0.8
0,10,6,4.2
75,10,6,5.6
25,10,6,59.9
0,10,6,2.4
0,10,6,7.4
75,8,4,3.7
25,10,6,13.5
25,10,6,2.9
25,10,6,0.8
50,10,6,2.5
25,8,4,45.9
25,10,6,3.8
50,10,6,6.9
25,10,6,10.5
37,10,6,1.4
0,10,6,20.2
100,10,6,0.8
50,3,1,58.7
25,4,2,1037.8
25,10,6,28.3
0,10,6,10
25,10,6,3.7
25,10,6,9.3
25,10,6,10.5
25,10,6,5.1
25,10,6,8.3
50,5,3,7.7
0,10,6,4.9
75,10,6,10.1
89,10,6,0.5
0,10,6,28
0,10,6,23
79,2,1,19.5
0,10,6,0.5
25,10,6,7.4
13,10,6,7.5
75,10,6,0.8
100,0,0,13.7
0,10,6,14.9
0,10,6,0.8
0,10,6,3.3
25,10,6,45.2
2,10,6,6.9
25,7,4,39.9
69,10,6,8.9
0,10,6,64.3
0,10,6,24.3
75,24,14,3.4
1,10,6,53.3
25,10,6,1.4
100,19,11,8.9
44,10,6,0.6
34,10,6,0.5
75,10,6,5.8
0,10,6,1.4
0,10,6,3.7
0,5,3,24.4
75,10,6,45.4
75,10,6,50.2
0,10,6,5.4
75,10,6,2.6
75,7,4,113.2
0,10,6,2.5
100,10,6,4.6
37,9,5,21.2
0,7,4,87.6
75,10,6,2.6
0,10,6,12.6
0,10,6,15.6
75,10,6,2.8
25,10,6,25.9
74,10,6,25.6
75,21,13,3.5
12,10,6,2
75,9,5,1.1
50,10,6,5
6,10,6,3.2
46,10,6,7.8
25,10,6,94.6
75,10,6,2.3
75,10,6,4.7
0,10,6,62.1
0,10,6,64.6
0,10,6,1.4
50,10,6,37.8
25,10,6,2.1
50,10,6,6.4
65,10,6,8.5
75,10,6,3.4
50,10,6,0.8
0,10,6,5.8
0,10,6,43.1
50,10,6,85.1
0,10,6,9.8
50,10,6,3.8
70,10,6,6
75,10,6,18.6
0,10,6,10.7
0,10,6,10.2
75,10,6,0.8
14,10,6,5.5
0,9,5,22.7
0,10,6,38.5
2,10,6,60
25,10,6,29
50,10,6,13.8
9,10,6,37
50,10,6,4
0,10,6,0.5
0,4.9,3,10.6
0,10,6,8.5
25,8,4,9.5
4,10,6,1
25,9,5,32.9
4,10,6,6.8
48,10,6,6.2
25,10,6,4.8
50,10,6,1.7
50,10,6,26.5
0,10,6,34.4
0,10,6,13.4
75,10,6,3.7
72,10,6,28.2
56,10,6,0.6
0,10,6,87
100,10,6,2.1
25,16,9,2.3
25,10,6,8.2
0,4,2,25.9
50,10,6,4.9
0,9,5,50.8
0,8,4,97.2
4,10,6,41
55,10,6,47.1
79,10,6,182.2
