cloud,visibility_km,visibility_miles,air_quality
0,10,6,3.1
25,10,6,1.3
8,10,6,31.1
50,8,4,3.3
100,10,6,1.3
75,5,3,0.8
0,10,6,30.7
0,10,6,17.1
3,10,6,2
25,10,6,314.5
0,10,6,3.2
8,10,6,6.6
75,10,6,4.4
25,10,6,2
50,8,4,38.8
0,10,6,9
75,10,6,12.5
75,10,6,1.8
70,5,3,8.6
3,10,6,11.5
0,10,6,56.1
0,10,6,2
0,16,9,0.6
75,10,6,2.9
0,10,6,15.6
75,10,6,7.3
0,9,5,18.9
50,4.5,2,102.8
9,10,6,37.1
1,10,6,7.4
3,10,6,7.7
2,10,6,30.8
0,10,6,28.2
75,10,6,12.8
47,10,6,1.8
25,8,4,11.1
50,10,6,0.8
75,10,6,3.3
0,10,6,0.5
0,10,6,7.6
0,10,6,4.1
25,10,6,5.3
75,10,6,2.8
0,10,6,28.9
55,10,6,12.6
59,10,6,1.3
0,10,6,4.3
75,10,6,2.2
25,10,6,5.2
50,10,6,11.9
63,2,1,7
71,9,5,1.9
50,10,6,6.2
50,10,6,35.5
14,10,6,4.8
75,8,4,4.1
100,6,3,8.3
0,10,6,214.6
85,10,6,39.7
4,10,6,1
25,10,6,11
50,9,5,48
54,2,1,52.7
75,24,14,0.5
25,6,3,0.5
25,8,4,34.6
0,10,6,256.9
0,10,6,40.1
78,10,6,5.7
31,10,6,2.3
0,7,4,11.6
75,3,1,7.8
0,10,6,8
50,9,5,4.3
0,10,6,18.6
0,10,6,2.7
0,7,4,11.6
100,10,6,1.7
50,7,4,60.1
25,10,6,0.8
75,10,6,10.6
74,10,6,14.1
0,6,3,16.4
25,10,6,10.1
75,10,6,2.1
25,10,6,29.3
50,10,6,0.5
16,10,6,76.8
50,10,6,73
75,10,6,4.3
0,10,6,0.8
75,10,6,2.8
50,10,6,5.5
75,9,5,14.2
25,10,6,5.9
0,10,6,1.1
75,10,6,6.9
0,10,6,4.7
25,10,6,0.9
25,10,6,2.7
75,10,6,0.8
75,6,3,4.1
25,10,6,1.6
37,9,5,19.6
0,10,6,16.3
37,10,6,0.5
0,10,6,2.6
50,10,6,0.5
29,10,6,83.9
25,7,4,908.5
0,10,6,45.5
0,10,6,15.5
75,10,6,1.8
25,10,6,18.7
0,10,6,16.3
25,10,6,10.8
25,10,6,39.8
0,10,6,17.3
37,10,6,26.1
75,10,6,7.1
46,10,6,0.5
0,10,6,33
54,10,6,4.3
86,2,1,17.2
0,10,6,1.9
61,10,6,17.8
2,10,6,36.2
75,10,6,5.2
25,5,3,11
75,10,6,4
75,10,6,7.3
75,10,6,1.6
75,10,6,4.1
3,10,6,7
25,10,6,86.6
56,10,6,0.5
25,10,6,30.1
0,10,6,10
100,24,14,0.5
3,10,6,58.1
75,10,6,7.9
75,8,4,19.6
100,24,14,0.5
76,10,6,1
75,10,6,15.1
0,10,6,3
0,10,6,6.9
50,5,3,4.3
24,10,6,14.6
61,2,1,3.6
0,10,6,28.4
0,10,6,7.2
75,7,4,35.5
75,10,6,3.5
75,10,6,5.2
50,10,6,1.5
50,8,4,172
25,10,6,24
80,10,6,12
0,10,6,22.3
25,10,6,0.8
0,10,6,33
83,9,5,167.6
100,21,13,0.6
84,10,6,4.3
75,7,4,2.3
75,5,3,11.6
9,10,6,17
21,10,6,10.2
25,10,6,72.7
0,10,6,7.1
25,10,6,3.1
0,10,6,51.6
0,10,6,16.6
0,10,6,6.6
75,10,6,27.2
25,10,6,1.3
25,10,6,0.8
81,10,6,1
75,10,6,3.5
0,10,6,10.3
100,10,6,2.4
0,10,6,41.9
50,10,6,26.5
0,10,6,12.5
75,10,6,4.2
75,10,6,2.8
75,10,6,14.7
0,10,6,3.6
0,10,6,15.2
75,10,6,0.9
22,10,6,6.5
0,9,5,138.9
100,6,3,45.6
4,10,6,7.9
50,10,6,5.4
50,9,5,1.7
4,10,6,45.7
89,9,5,1.2
50,10,6,0.5
0,10,6,10.1
0,10,6,19.3
75,10,6,15.2
7,10,6,2.2
25,10,6,653.9
0,10,6,3.2
17,10,6,8.1
75,10,6,4.5
25,10,6,1.1
25,10,6,18.8
0,10,6,26
75,10,6,11.1
75,10,6,0.5
25,10,6,53.6
60,10,6,4.8
0,8,4,66.3
100,10,6,3.7
0,16,9,26.2
75,10,6,2.9
100,10,6,2.4
75,10,6,8.1
75,10,6,15.2
50,7,4,77.5
18,10,6,48
0,10,6,13.8
0,10,6,8.9
0,10,6,13.7
75,10,6,37.8
50,10,6,5.4
54,2,1,0.7
0,10,6,8.9
50,10,6,1.5
100,2.5,1,3.2
25,10,6,1.8
0,10,6,1.1
0,10,6,7.4
0,10,6,2.2
50,10,6,0.5
0,10,6,24.2
51,9,5,9.6
75,10,6,0.8
25,2.9,1,7.4
0,10,6,1.7
50,10,6,3.6
25,10,6,19
78,2,1,4.5
9,10,6,2
0,10,6,24.3
0,10,6,9
11,10,6,5.5
75,10,6,10.8
0,10,6,12.1
0,10,6,251.5
77,10,6,36.1
23,10,6,2.9
75,8,4,21.8
50,9,5,92.8
77,9,5,25
25,24,14,0.5
25,8,4,6.7
0,8,4,11.9
75,10,6,102.7
0,10,6,137.7
10,10,6,6.5
11,10,6,2.2
0,7,4,37.5
75,2,1,13.8
0,10,6,24.9
50,9,5,1.8
25,10,6,17.3
0,10,6,9.6
0,7,4,37.5
25,10,6,5.2
3,10,6,59.6
75,10,6,1
75,8,4,10.3
88,10,6,12.8
0,10,6,18.6
25,10,6,10.5
50,10,6,2.7
4,10,6,26.3
75,10,6,5.1
10,10,6,14.5
50,10,6,66.8
75,10,6,7
75,10,6,3.2
0,10,6,3.6
50,10,6,5.7
50,10,6,2
100,10,6,21.3
0,10,6,5
25,10,6,12.3
0,10,6,12.8
25,10,6,1.1
25,10,6,3.2
75,10,6,2.8
50,6,3,2.5
25,10,6,2.2
50,9,5,26
0,10,6,16.2
37,10,6,0.5
0,10,6,16.5
3,10,6,0.7
50,3.2,1,95.2
50,6,3,1558.8
0,10,6,22.5
0,10,6,20.1
25,10,6,4.4
50,10,6,15.1
0,10,6,16.2
37,10,6,5.3
25,10,6,24
0,7,4,12.4
0,10,6,3.3
75,10,6,23.6
23,10,6,0.5
0,10,6,32.6
6,10,6,1.7
19,10,6,13.6
100,10,6,5
50,8,4,14.7
0,10,6,9.4
75,8,4,4.5
25,8,4,16.9
0,10,6,18.4
0,10,6,6.6
0,10,6,3.7
50,10,6,8.7
4,10,6,10.5
25,4,2,198.8
86,10,6,0.5
25,10,6,58.4
0,10,6,20.7
75,24,14,1.6
85,9,5,32.2
50,10,6,4.1
50,16,9,12.8
100,24,14,0.5
8,10,6,1.2
75,10,6,6.3
25,10,6,4.2
0,10,6,7.2
50,5,3,4
0,10,6,10.3
41,2,1,9.1
0,10,6,9.6
0,10,6,8.3
75,7,4,41
25,10,6,3.2
100,10,6,4
25,10,6,2.6
0,10,6,15.8
25,10,6,18.1
8,10,6,9.7
0,10,6,17.9
0,10,6,4
0,10,6,42
70,9,5,110.5
100,11,6,0.8
88,5,3,3.8
75,9,5,7.6
25,10,6,4.5
26,10,6,14.6
28,10,6,8.3
25,10,6,60.6
0,10,6,39.1
25,10,6,2.5
0,10,6,46.7
0,10,6,5.9
75,10,6,6.3
50,10,6,15.2
25,10,6,1.2
25,10,6,0.8
81,10,6,1.9
100,10,6,2.4
75,10,6,9.3
0,10,6,2.3
0,10,6,35.1
25,10,6,1.8
0,10,6,41.5
50,10,6,9.6
82,10,6,4.4
75,8,4,28.9
0,10,6,6
75,10,6,21.1
50,10,6,2.2
19,10,6,6.3
0,10,6,85.5
0,10,6,4.9
5,10,6,5.4
0,10,6,2.3
50,10,6,1.7
6,10,6,50.2
50,10,6,2.2
0,10,6,2.9
75,10,6,19.9
0,10,6,23
25,10,6,8.2
4,10,6,2
75,9,5,75.7
0,10,6,2.8
6,10,6,8.1
75,10,6,4.1
25,10,6,0.5
25,10,6,30.4
0,10,6,35.2
0,10,6,13.2
50,10,6,0.5
25,10,6,41.6
49,10,6,13
0,8,4,34.6
100,10,6,2.5
100,16,9,1.2
100,10,6,3.5
25,10,6,5.5
25,10,6,4.6
0,10,6,5.5
50,7,4,99.4
0,10,6,42.1
0,10,6,25.9
0,10,6,20
0,10,6,7.8
50,8,4,19.5
0,10,6,10.4
63,2,1,0.9
25,10,6,8.3
50,10,6,5.4
75,9,5,5.3
0,10,6,3.6
0,10,6,0.5
25,10,6,4
0,10,6,10.1
50,10,6,0.7
0,10,6,37.7
71,9,5,5.6
25,10,6,1.2
0,10,6,10.1
25,10,6,3.9
75,10,6,2.1
50,10,6,11.4
99,9,5,3.1
7,10,6,1.5
25,10,6,16
0,10,6,20.3
18,10,6,4
75,10,6,1
0,10,6,37.9
25,10,6,31.4
9,10,6,47.6
0,10,6,6.8
50,10,6,2.1
75,9,5,80.4
100,0,0,49.9
0,24,14,0.8
25,8,4,3.8
0,8,4,22.3
0,10,6,82
0,10,6,82.4
28,10,6,7.5
2,10,6,4.2
25,6,3,3.6
75,10,6,7.8
0,10,6,4.8
75,9,5,2.1
0,10,6,22.1
0,10,6,5.2
25,6,3,3.6
75,10,6,11.9
6,10,6,39.1
25,10,6,1.7
75,10,6,16.5
85,10,6,28.9
0,10,6,13.8
25,10,6,6.2
75,8,4,2.4
4,10,6,34
0,10,6,9
0,10,6,13.2
50,10,6,154
75,10,6,5.1
0,10,6,8.3
100,10,6,2.8
50,10,6,6.2
25,10,6,0.9
100,10,6,24
0,10,6,9.7
25,10,6,6.1
25,10,6,17.1
25,10,6,0.6
50,10,6,3.2
53,9,5,0.9
25,10,6,2.7
50,10,6,2
75,10,6,20.8
0,10,6,24.3
37,10,6,0.5
0,10,6,27
24,10,6,0.5
50,3,1,153.9
25,5,3,588.9
0,10,6,28.8
0,9,5,18.3
50,10,6,1.6
0,10,6,19.5
0,10,6,24.3
25,10,6,25.5
75,10,6,13
0,10,6,17.7
60,0.8,0,9.5
75,10,6,7.2
68,10,6,0.7
0,10,6,33.8
56,10,6,2.2
76,10,6,12.7
0,10,6,15.7
75,8,4,18.8
0,10,6,13.4
83,9,5,2.5
25,8,4,22
75,9,5,5.3
0,10,6,9
25,10,6,2.2
25,10,6,7
7,10,6,9
50,1,0,114.2
78,9,5,1
25,10,6,7.1
0,10,6,19.4
75,24,14,0.6
7,10,6,22.8
75,10,6,6.7
50,13,8,21.6
75,24,14,0.6
100,10,6,0.7
75,10,6,4.3
0,10,6,3.3
25,10,6,17.6
0,5,3,1.2
25,10,6,11.7
87,2,1,5.6
0,10,6,18.8
0,10,6,28.5
75,7,4,16.3
25,10,6,4.2
75,10,6,6.1
0,10,6,92.1
75,10,6,12.9
0,10,6,56
75,10,6,28.7
75,2,1,5.2
0,10,6,87
87,10,6,99.6
75,16,9,1.2
28,10,6,1.6
50,9,5,1.6
75,10,6,4.8
13,10,6,7.7
49,10,6,4.6
50,8,4,84
0,10,6,5.4
25,10,6,2.3
0,10,6,41.3
0,10,6,6
0,4.4,2,8.5
50,10,6,53
25,10,6,3
25,10,6,1.7
35,10,6,3.4
50,10,6,6.4
100,10,6,4.6
0,10,6,4.7
0,10,6,29.9
14,10,6,1
0,10,6,10.7
50,10,6,6.9
57,7,4,1.9
75,10,6,7.3
0,10,6,6.2
75,10,6,3.7
50,10,6,0.5
73,10,6,3.8
0,10,6,61.1
0,10,6,20.9
9,10,6,5
75,10,6,0.9
50,10,6,1.8
16,10,6,52
50,10,6,4.2
0,10,6,22.8
75,10,6,0.7
0,10,6,27.2
0,7,4,7.5
7,10,6,1.6
25,10,6,286.6
0,10,6,3.5
47,10,6,11
50,10,6,8.6
25,10,6,2.1
25,10,6,30.1
0,10,6,54.8
0,10,6,10.8
75,10,6,0.5
9,10,6,128
23,10,6,9.6
0,10,6,35.3
100,10,6,3.1
50,16,9,1.1
100,7,4,22.7
0,10,6,7.2
50,10,6,5.4
75,10,6,19.4
0,6,3,81.3
0,10,6,37.4
0,10,6,27.6
2,10,6,33.1
0,10,6,9.2
0,10,6,61.1
50,10,6,4
47,2,1,0.5
75,10,6,10
75,10,6,3.6
25,10,6,2.9
0,10,6,2.6
0,10,6,1.3
25,10,6,2.9
0,10,6,12.8
75,10,6,0.5
0,10,6,40.4
78,9,5,8.5
25,10,6,1.2
0,10,6,19.3
0,10,6,3.5
50,10,6,1.3
50,8,4,9
100,9,5,1.3
8,10,6,1.7
0,10,6,46.8
0,10,6,20.4
53,10,6,4.1
75,5,3,0.8
0,10,6,32.5
25,10,6,153.8
10,10,6,49.8
0,10,6,2.9
50,10,6,3.2
50,9,5,96.9
81,2,1,28.3
25,24,14,6.9
75,8,4,0.6
50,8,4,19.8
75,8,4,31.4
0,10,6,393.6
10,10,6,8
12,10,6,3.1
0,8,4,6
75,10,6,7.1
25,10,6,26.7
75,8,4,2.9
0,10,6,16.7
100,10,6,4.6
0,8,4,6
0,10,6,6.5
25,8,4,43.3
25,10,6,4
25,10,6,3.6
80,10,6,20.9
0,10,6,18.6
50,10,6,9.4
50,10,6,1.1
4,10,6,32.8
0,10,6,10.8
0,10,6,20.9
50,10,6,68.3
75,10,6,7.9
25,10,6,9.8
75,10,6,2.9
50,10,6,4.9
50,10,6,3.7
100,10,6,20.3
0,10,6,2.6
0,10,6,14.1
0,10,6,25.7
50,10,6,0.8
25,10,6,3.6
75,7,4,0.5
25,3,1,1.4
25,10,6,3.6
50,10,6,32
75,10,6,27.6
37,10,6,0.5
75,10,6,18.2
100,2,1,0.6
50,2.2,1,699.3
25,6,3,331.8
0,10,6,27.9
0,10,6,34.8
0,10,6,1.9
50,10,6,23.6
75,10,6,27.6
50,10,6,14.2
75,5,3,12.4
0,8,4,27.1
50,10,6,6.6
50,10,6,6.4
87,10,6,0.8
0,10,6,43.5
7,10,6,0.7
19,10,6,12.8
0,10,6,10.2
50,8,4,12.9
42,10,6,30.9
75,10,6,1.4
50,10,6,6
75,10,6,2.3
75,10,6,5.8
75,10,6,2.2
75,10,6,3
8,10,6,4.8
25,10,6,31.6
33,10,6,0.5
25,10,6,13.4
0,10,6,22.8
100,23,14,0.5
9,10,6,38.1
25,10,6,3.6
50,19,11,19.5
100,24,14,0.5
92,10,6,1
0,10,6,5.5
75,10,6,2.8
0,10,6,54.5
0,6,3,1.7
50,10,6,20.9
41,2,1,6.6
0,10,6,15.1
0,10,6,14.1
75,8,4,34.3
37,10,6,1.9
100,10,6,0.5
25,10,6,2.4
25,9,5,11.8
50,10,6,11.1
6,10,6,48
0,10,6,32.5
75,2,1,2.8
0,10,6,55.1
17,10,6,86.9
75,11,6,1.4
21,10,6,7.3
50,10,6,2.1
75,10,6,3.5
6,10,6,13.7
40,10,6,8.3
100,7,4,50.3
0,10,6,14.9
0,10,6,3.2
0,10,6,52
0,10,6,28.6
0,10,6,5.7
50,10,6,55
25,10,6,3
25,10,6,2
72,9,5,0.9
50,10,6,7.9
25,10,6,9
0,10,6,5.8
0,10,6,39.8
25,10,6,8.5
0,10,6,34.8
75,8,4,7.7
99,5,3,7.1
75,9,5,37.9
0,10,6,5.4
75,10,6,12.5
75,10,6,2.3
18,10,6,6.1
0,10,6,30.3
25,10,6,86.2
11,10,6,10.2
50,10,6,1.6
18,10,6,44.8
25,10,6,4.3
75,10,6,4.1
75,10,6,3.7
0,10,6,22.7
0,10,6,9.6
4,10,6,6.3
25,10,6,567.3
0,10,6,3.9
12,10,6,17.5
50,10,6,5.7
50,10,6,1.3
50,10,6,4.7
0,10,6,38.2
0,10,6,10.4
75,10,6,0.5
5,10,6,18.5
21,10,6,11.3
0,10,6,35.7
0,10,6,2.3
0,16,9,1.7
0,10,6,3.2
0,10,6,4.4
50,10,6,2.2
0,10,6,39.6
0,9,5,65.1
3,10,6,31.4
0,10,6,17.6
0,10,6,16.2
0,10,6,6.1
50,10,6,47.8
0,10,6,1.7
0,10,6,1
25,10,6,6.2
25,10,6,1.7
100,10,6,5.6
25,10,6,3
100,10,6,2.2
0,10,6,2.1
0,10,6,17.7
75,10,6,2.8
0,10,6,36.7
31,10,6,11.5
25,10,6,2.1
0,10,6,6.7
0,10,6,3.8
50,10,6,2.3
25,10,6,13.3
71,5,3,0.9
0,10,6,1.3
100,8,4,14.4
0,10,6,11.1
89,9,5,5.5
75,9,5,2.7
0,10,6,28.9
0,10,6,35.2
14,10,6,43.7
0,10,6,1
25,10,6,10.2
75,9,5,117.4
37,10,6,14.8
75,24,14,5.3
25,8,4,0.5
0,8,4,8.4
75,10,6,18.4
0,10,6,219.5
83,10,6,19.7
4,10,6,3.6
0,9,5,5.4
50,10,6,12.4
0,10,6,1.6
75,8,4,11.4
0,10,6,21
0,10,6,3
0,9,5,5.4
0,10,6,2.5
50,8,4,53.6
50,10,6,1
75,10,6,5
85,10,6,38.5
0,10,6,15.9
50,10,6,9.3
50,10,6,1.4
2,10,6,32
75,10,6,0.9
0,10,6,20.1
75,7,4,127.7
75,10,6,6.9
50,10,6,1
0,10,6,59.7
50,10,6,3.8
50,10,6,23.9
100,10,6,14.8
0,10,6,3.2
50,10,6,7.9
0,10,6,34.9
25,10,6,2.2
25,10,6,3
50,10,6,0.8
25,8,4,2
25,10,6,3.8
37,10,6,24.3
0,10,6,3.5
37,10,6,0.8
100,10,6,5.1
82,10,6,0.5
50,2.5,1,598.3
50,6,3,434.9
0,10,6,22.1
0,10,6,32.3
75,10,6,1.4
25,10,6,21.3
0,10,6,3.5
75,10,6,4.1
75,10,6,3.3
0,8,4,22.6
0,10,6,1.4
75,10,6,7.7
9,10,6,1.5
0,10,6,40.7
4,10,6,4.2
33,10,6,17.7
0,8,4,3.3
75,8,4,25.2
48,10,6,20.7
75,10,6,1.1
25,10,6,13.7
100,10,6,2.8
100,10,6,3
0,10,6,2.3
75,10,6,2
0,10,6,11
25,10,6,10.7
78,9,5,0.5
25,10,6,10.3
0,10,6,3.1
87,9,5,0.5
7,10,6,24.2
50,10,6,3.8
25,19,11,23.9
100,21,13,0.5
100,10,6,0.5
0,10,6,3.7
50,10,6,0.7
75,10,6,34.9
0,7,4,8.4
0,10,6,25.5
70,9,5,2.4
0,10,6,8.9
0,10,6,39.1
75,7,4,45.1
25,10,6,3.4
75,10,6,0.7
25,10,6,2.4
25,3.5,2,16
25,10,6,15.4
11,10,6,10
0,10,6,26.9
50,10,6,2.6
25,9,5,27.4
7,10,6,79.1
75,21,13,3.4
10,10,6,6.3
50,10,6,2.1
75,10,6,2.8
5,10,6,18.9
66,10,6,5
75,10,6,76
0,10,6,5
0,10,6,3.4
0,10,6,55.1
0,10,6,12.2
0,10,6,8.3
50,10,6,30.8
25,10,6,2.5
25,10,6,2.3
62,10,6,2.5
75,10,6,6.7
75,10,6,3.4
0,10,6,4.2
0,10,6,41.6
25,10,6,24.5
25,10,6,10.8
25,10,6,7.7
83,9,5,2.8
75,10,6,60.4
0,10,6,2.9
75,10,6,0.6
15,10,6,2
85,10,6,7
0,10,6,18.1
0,10,6,5
22,10,6,33.6
0,10,6,20.4
50,10,6,1.4
2,10,6,44.2
25,10,6,4
75,10,6,1.5
75,10,6,11.5
0,10,6,22.1
50,9,5,8.5
6,10,6,3
25,10,6,405.9
0,10,6,9.4
18,10,6,22.5
25,10,6,7
25,10,6,2.9
25,10,6,2.3
0,10,6,20.5
0,10,6,11.5
75,10,6,0.5
25,10,6,19.6
9,10,6,13.5
0,10,6,43.9
0,10,6,2.5
0,16,9,2.8
75,10,6,6.5
0,10,6,5.6
50,10,6,2.4
50,10,6,31.9
0,8,4,94.6
2,10,6,48.4
0,10,6,12.2
3,10,6,12.4
0,10,6,4
50,10,6,3.7
0,10,6,2.4
0,10,6,2.2
75,10,6,8.9
50,10,6,2.4
0,10,6,2.4
25,10,6,4.7
0,10,6,6.6
100,10,6,3
0,10,6,15.7
75,10,6,5.7
0,10,6,56
81,7,4,15.7
25,10,6,1.8
0,1.4,0,4
0,10,6,5.7
50,10,6,1.5
75,10,6,5.7
79,2,1,2.1
0,10,6,1.5
100,10,6,4.1
0,10,6,8.5
16,10,6,5.7
75,8,4,1.7
25,10,6,5.8
17,10,6,83.6
3,10,6,33.9
0,10,6,2.5
50,10,6,14.2
50,9,5,145.3
52,2,1,9.3
50,24,14,1.2
0,8,4,0.5
0,6,3,8.8
0,10,6,47.7
0,10,6,147.8
32,10,6,9.2
5,10,6,3.4
0,8,4,3.3
75,10,6,17.8
100,10,6,4.6
75,9,5,18.6
0,10,6,21.4
0,10,6,8.2
0,8,4,3.3
0,10,6,4.6
25,10,6,46.1
50,10,6,2.1
75,10,6,5.4
88,9,5,19.8
0,4,2,20.2
50,10,6,38.3
50,10,6,0.9
2,10,6,48.7
25,10,6,0.6
21,10,6,4.6
50,10,6,96.3
75,10,6,6.5
25,10,6,1.8
0,10,6,11.8
25,10,6,4.3
50,10,6,10.5
62,10,6,24.6
0,10,6,5.6
50,10,6,4.3
75,10,6,28.6
25,10,6,1.2
50,10,6,4.6
94,10,6,4.1
25,10,6,2.2
50,10,6,2.5
37,10,6,4.6
0,10,6,1.3
37,10,6,2.8
100,10,6,4.5
100,10,6,0.5
25,2.8,1,311
25,8,4,906.4
0,10,6,32.1
0,9,5,27.4
25,10,6,1.5
0,10,6,15.3
0,10,6,1.3
25,10,6,2.9
50,10,6,7.5
0,10,6,15.4
0,10,6,1.8
75,10,6,7.4
58,10,6,0.5
0,10,6,35.4
2,10,6,4.1
82,10,6,15.9
0,10,6,2.1
0,8,4,27
16,10,6,1.1
92,10,6,0.8
85,10,6,12.2
0,10,6,7.2
0,10,6,1.9
0,10,6,6.5
75,10,6,4.8
4,10,6,7.1
25,10,6,14.1
65,10,6,0.5
0,10,6,13.3
50,10,6,4.4
75,24,14,0.8
3,10,6,34.6
75,10,6,4.1
25,18,11,28.3
100,24,14,0.5
99,10,6,0.5
0,10,6,9.4
50,10,6,1.3
75,10,6,2.3
0,6,3,10.4
75,10,6,18.9
33,10,6,4.4
0,10,6,13.7
0,10,6,13.5
75,8,4,25.6
0,10,6,9.6
100,10,6,1.4
25,10,6,6.3
0,10,6,10.9
50,10,6,5.1
46,10,6,10.2
25,10,6,10.9
75,10,6,2.3
0,10,6,46.3
71,10,6,131.7
100,11,6,5.6
10,10,6,4
50,9,5,5.4
75,10,6,4.5
2,10,6,18.1
22,10,6,6.6
75,10,6,94.9
0,10,6,4.5
0,10,6,4.3
0,10,6,42.6
0,10,6,11.6
0,10,6,10.8
25,10,6,26.2
25,10,6,2.2
50,10,6,1.7
25,10,6,2.4
75,10,6,5
75,10,6,1.5
0,10,6,7.8
0,10,6,38.4
75,10,6,17
75,8,4,7.8
75,10,6,2.5
50,10,6,3.2
75,10,6,15.3
75,10,6,4.5
100,10,6,3.5
25,10,6,1.2
27,10,6,4.8
0,10,6,14.6
75,10,6,10.3
13,10,6,37.6
0,10,6,13.8
25,10,6,2.7
6,10,6,60.1
28,10,6,2.1
0,10,6,1.2
0,10,6,7.4
0,10,6,55.8
75,8,4,8.4
6,10,6,2.1
25,10,6,907.8
0,10,6,6.2
87,10,6,7
75,10,6,6.6
62,10,6,2
50,10,6,2.3
0,10,6,18.9
0,10,6,11.9
50,10,6,1.2
25,10,6,17.3
5,10,6,14.2
0,10,6,58.5
100,10,6,4.3
0,16,9,1
75,10,6,2.2
0,10,6,15
50,10,6,17.3
75,10,6,23.4
0,9,5,112.7
46,10,6,48.5
0,10,6,11
3,10,6,22.5
72,10,6,17.1
100,6,3,7.4
25,10,6,4.1
3,10,6,2.8
25,10,6,8.4
50,10,6,6.5
0,10,6,2.8
25,10,6,3.4
75,10,6,4.2
0,10,6,17.4
0,10,6,11.6
75,10,6,9.6
0,10,6,50.2
89,10,6,32.5
25,10,6,5.3
50,3,1,15.3
0,10,6,14.1
25,10,6,1
21,10,6,18
25,10,6,2.3
5,10,6,2.7
75,10,6,16.8
0,10,6,10.4
12,10,6,5.4
75,8,4,2.1
75,10,6,10.5
25,10,6,68
4,10,6,42.2
0,10,6,0.9
75,10,6,7.3
50,9,5,45.4
50,10,6,34.9
25,24,14,0.5
25,6,3,4.4
0,8,4,15.4
25,10,6,151.7
0,8,4,208.4
33,10,6,14.3
2,10,6,4.4
45,10,6,5
75,10,6,14.7
0,10,6,13
50,9,5,9.1
0,10,6,20.7
0,10,6,17.8
45,10,6,5
0,10,6,5.1
25,7,4,13
25,10,6,4
75,10,6,7.6
72,9,5,17.9
0,3,1,22.6
50,10,6,16.6
69,10,6,1.3
11,10,6,52.7
100,10,6,1.6
16,10,6,26.5
75,10,6,35.1
75,10,6,5.8
75,10,6,1.8
0,10,6,136.5
75,10,6,5.5
75,10,6,10.9
100,10,6,22.6
0,10,6,13.4
25,10,6,9.5
75,10,6,13.4
50,10,6,2.4
50,10,6,24.1
50,10,6,2.9
75,6,3,1.9
50,10,6,0.9
37,10,6,10.9
0,10,6,6.3
37,10,6,5.2
0,10,6,5.9
61,10,6,0.5
25,3.5,2,899.5
25,5,3,545.1
50,10,6,21.3
0,10,6,35.9
25,10,6,3
0,10,6,15.7
0,10,6,6.3
75,10,6,4.2
25,10,6,12
0,8,4,12.3
0,10,6,8.6
75,10,6,17.6
73,9,5,0.5
0,10,6,42.7
8,10,6,3.6
8,10,6,21.3
0,10,6,4.7
25,10,6,21.4
80,10,6,3
36,10,6,0.9
100,0,0,17.1
0,10,6,26.3
0,10,6,4.7
0,10,6,13.4
25,10,6,8.6
5,10,6,6
25,10,6,30.1
73,10,6,0.9
25,10,6,61.2
25,10,6,4.9
100,24,14,0.8
54,10,6,16.8
50,10,6,2.4
25,19,11,5.7
25,24,14,0.5
6,10,6,0.5
0,10,6,6.7
75,10,6,0.8
75,10,6,6.1
25,5,3,10.4
50,10,6,9.8
34,2,1,7.2
0,10,6,4.6
0,10,6,21.6
75,8,4,40.1
25,10,6,15.3
100,4,2,0.5
25,10,6,2
0,9,5,25
89,10,6,8.6
100,9,5,185.5
75,10,6,16.7
75,0,0,6.9
0,10,6,43.1
3,10,6,67.6
100,21,13,4.9
15,10,6,1.3
50,10,6,5.5
100,10,6,8
0,10,6,9.3
5,10,6,5.7
50,10,6,141.2
25,10,6,2.8
0,10,6,8.4
0,10,6,52.8
0,10,6,14.2
0,10,6,5.1
50,10,6,15.5
25,10,6,4.4
25,10,6,4.7
27,10,6,6.4
50,10,6,3.9
0,10,6,6.6
0,10,6,17
0,10,6,46.2
0,10,6,16.6
75,5,3,14.4
50,10,6,0.8
56,10,6,2.6
75,10,6,23.6
0,10,6,7.7
75,10,6,14.6
76,10,6,1.5
22,10,6,3
0,10,6,42.3
100,4.8,2,19.9
9,10,6,1.3
0,10,6,34.9
75,10,6,2.9
1,10,6,6.1
50,10,6,1.5
0,10,6,4.7
0,10,6,22.4
0,10,6,38.6
0,10,6,7.7
2,10,6,2.7
25,10,6,79
2,10,6,5.7
6,10,6,15.8
50,10,6,4.7
50,10,6,1.3
50,10,6,4.2
0,10,6,12.1
0,10,6,13.4
100,8,4,1
100,0,0,38.8
16,10,6,2.9
0,10,6,46
0,10,6,14.6
0,16,9,5.1
0,10,6,3
0,10,6,16.4
25,10,6,5.7
75,9,5,9.8
0,9,5,173.6
2,10,6,31.2
0,10,6,12.3
4,10,6,11.1
83,10,6,24.2
50,10,6,11.2
25,10,6,5.2
5,10,6,2.4
25,10,6,8.5
50,10,6,3.6
0,10,6,5.6
0,10,6,4.1
75,10,6,8.6
25,10,6,17.3
0,10,6,11.8
100,10,6,2
0,10,6,41.4
86,10,6,37.8
25,10,6,3.3
0,10,6,7.6
0,10,6,17.8
50,10,6,1.2
23,10,6,11.6
41,10,6,1.9
3,10,6,6.3
25,10,6,14.5
0,10,6,0.9
74,10,6,6.2
75,9,5,3.8
0,10,6,11.4
7,10,6,54.5
7,10,6,42.8
2,10,6,0.7
50,10,6,10
50,9,5,64.7
